"title","date","time","price","venue","url","description"
"Crypt of St PeterÂ´s Church Concerts Vienna","11 Oct 2025","19:00","0 €","","https://www.europaticket.com/en/events/classical-concerts-3/crypt-of-st-peter-s-church-concerts-vienna-489","Check your schedule and book your tickets for the Crypt of St Peter's Church Vienna."
"Capuchin Church Concerts Vienna","09 Oct 2025","19:00","0 €","","https://www.europaticket.com/en/events/classical-concerts-3/capuchin-church-concerts-vienna-488","Check your schedule and book your tickets for the Capuchin Church."
"Deva Premal and Miten","25 Nov 2025","","0 €","Wiener Stadthalle","https://www.europaticket.com/en/event/deva-premal-and-miten-12646","or contact us by phone."
"Royal Danish Theatre Old Stage","","","0 €","Royal Danish Theatre Old Stage","https://www.europaticket.com/en/events/opera-and-ballet-1/royal-danish-theatre-old-stage-270","Buy Tickets for events at Royal Danish Theatre Old Stage."
"Centre For Fine Arts","","","0 €","Centre For Fine Arts","https://www.europaticket.com/en/events/classical-concerts-3/centre-for-fine-arts-333","Buy Tickets for events at Centre For Fine Arts, Brussels."
"Vienna Self-Guided Walking Tour","25 Nov 2025","","0 €","Venue","https://www.europaticket.com/en/event/vienna-self-guided-walking-tour-26974","or contact us by phone for more information about performers, program details, and ticket prices."
"Organ Concert in the St. Stephenâs Basilica","25 Nov 2025","","0 €","Venue","https://www.europaticket.com/en/event/organ-concert-in-the-st-stephens-basilica-19301","or contact us by phone."
"The Four Seasons by Vivaldi at Museum Zeffirelli","25 Nov 2025","20:00","0 €","Museum Zeffirelli","https://www.europaticket.com/en/event/the-four-seasons-by-vivaldi-at-museum-zeffirelli-20781","Buy Official Tickets for The Four Seasons, Air and Little Night Music at Museum Zeffirelli. Find details about the performers, programme, and prices."
"Faust","25 Nov 2025","","0 €","Venue","https://www.europaticket.com/en/event/faust-689-27300","or contact us by phone for more information on pricing, program, and performers."
"RenÃ©e Fleming Song Recital","25 Jan 2026","","€7","Staatsoper Unter den Linden","https://www.europaticket.com/en/event/renÃ©e-fleming-song-recital-5990-26690","or contact us by phone for more information on prices, program, and cast."
"Spanish Love Songs, UK And EU 2025","25 Nov 2025","","0 €","Szene Wien","https://www.europaticket.com/en/event/spanish-love-songs-uk-and-eu-2025-27766","or contact us by phone."
"Estates Theatre","18 Oct 2025","18:00","0 €","","https://www.europaticket.com/en/events/opera-and-ballet-1/estates-theatre-100","Check your schedule and book your tickets for the Estates Theatre."
"Oktoberfest","","","0 €","","https://www.europaticket.com/en/events/other-events-16/oktoberfest-511","Buy Official Tickets for Oktoberfest in Munich."
"Szene Wien","08 Oct 2025","19:30","0 €","Szene Wien","https://www.europaticket.com/en/events/pop-rock-concerts-10/szene-wien-500","Buy Official Tickets for events at Szene Wien. Secure your tickets now."
"Mariinsky Opera Tickets","","","0 €","Mariinsky","https://www.europaticket.com/en/events/opera-and-ballet-1/mariinsky-opera-tickets-137","Check your schedule and book your tickets for opera performances at Mariinsky."
"Opera Lirica","25 Nov 2025","","0 €","Venue","https://www.europaticket.com/en/event/opera-lirica-25150","Buy official tickets for Opera Lirica at St. Stephen Auditorium, Florence, Italy. Find details about performers, programme, and prices online and by phone."
"The Magic Flute","25 Nov 2025","21:20","0 €","Venue","https://www.europaticket.com/en/event/the-magic-flute-2657-12141","Buy official tickets for The Magic Flute by Wolfgang Amadeus Mozart at the Marionette Theatre. Tickets for all the dates to be ordered online or by phone."
"Un ballo in maschera with Anna Netrebko","25 Nov 2025","","0 €","Venue","https://www.europaticket.com/en/event/un-ballo-in-maschera-with-anna-netrebko-6336-22859","or contact us by phone."
"60 Minutes Sightseeing Cruise","25 Nov 2025","17:30","0 €","Venue","https://www.europaticket.com/en/event/60-minuts-sightseeing-cruise-21904","or contact us by phone for more information about performers, program details, and ticket prices."
"Philharmonie De Paris","","","0 €","","https://www.europaticket.com/en/events/classical-concerts-3/philharmonie-de-paris-183","Check the schedule, select the date and book tickets for Classical Concerts at the Philharmonie De Paris. Tickets in advance. Details, programme and photos."
"Drinks and Piano Show","25 Nov 2025","","0 €","Venue","https://www.europaticket.com/en/event/drinks-and-piano-show-22356","or contact us by phone."
"Flamenco Show La Cantaora","25 Nov 2025","21:00","0 €","Venue","https://www.europaticket.com/en/event/flamenco-show-la-cantaora-25204","or contact us by phone for more information about performers, program details, and ticket prices."
"Boat Trip, Danube Panorama Tour","25 Nov 2025","13:15","0 €","trip","https://www.europaticket.com/en/event/boat-trip-danube-panorama-tour-1203-26972","or contact us by phone for more information about performers, program details, and ticket prices."
"Incheba Expo Arena","","","0 €","Incheba Expo Arena","https://www.europaticket.com/en/events/pop-rock-concerts-10/incheba-expo-arena-515","or contact us by phone."
"Grimaldi Forum","02 Nov 2025","15:00","0 €","Grimaldi Forum","https://www.europaticket.com/en/events/opera-and-ballet-1/grimaldi-forum-368","Buy Tickets for events at Grimaldi Forum."
"Antonio Vivaldi and his time","25 Nov 2025","8:30","0 €","San Vidal Church","https://www.europaticket.com/en/event/antonio-vivaldi-and-his-time-27005","or contact us by phone for more information about performers, program details, and ticket prices."
"Danube Dinner Cruise in Vienna","25 Nov 2025","19:00","0 €","Venue","https://www.europaticket.com/en/event/danube-dinner-cruise-in-vienna-4354-26973","or contact us by phone for more information about performers, program details, and ticket prices."
"Hungarian GastroCellar","25 Nov 2025","23:00","0 €","Venue","https://www.europaticket.com/en/event/hungarian-gastrocellar-27025","or contact us by phone for more information about performers, program details, and ticket prices."
"Russian Music Seasons","","","0 €","","https://www.europaticket.com/en/events/classical-concerts-3/russian-music-seasons-109","Russian Music Seasons - Check your schedule and book your tickets for an incredible concert at the Vladimir Palace in St. Petersburg. Secure your seats now."
"Margaret Island","","","0 €","","https://www.europaticket.com/en/events/classical-concerts-3/margaret-island-266","Buy tickets for representations held at the Margaret Island and enjoy your visit in Budapest even more. Secure your tickets now."
"The Sound of Hans Zimmer and John Williams","26 Jun 2026","","0 €","Berliner Philharmonie","https://www.europaticket.com/en/event/the-sound-of-hans-zimmer-and-john-williams-3405-27110","or contact us by phone for more information on prices, program, and cast."
"La Traviata","25 Nov 2025","19:00","0 €","Venue","https://www.europaticket.com/en/event/la-traviata-1548-23728","or contact us by phone."
"Panoramabahn SchÃ¶nbrunn","25 Nov 2025","17:00","0 €","Venue","https://www.europaticket.com/en/event/panoramabahn-schÃ¶nbrunn-26976","or contact us by phone for more information about performers, program details, and ticket prices."
"Lirica Sala Girelli Verona","10 Oct 2025","18:50","0 €","","https://www.europaticket.com/en/events/opera-and-ballet-1/lirica-sala-girelli-verona-513","Buy Official Tickets for events at the Lirica Sala Girelli Verona."
"Fashion week","","","0 €","","https://www.europaticket.com/en/events/other-events-16/fashion-week-452","Check your schedule and book your tickets for the Fashion week."
"Wiener Ensemble Classical Concert at Mozarthaus with Museum Entry","25 Nov 2025","18:30","0 €","Mozarthaus","https://www.europaticket.com/en/event/wiener-ensemble-classical-concert-at-mozarthaus-with-museum-entry-20180","or contact us by phone."
"Palazzo dello Sport","","","0 €","","https://www.europaticket.com/en/events/pop-rock-concerts-10/palazzo-dello-sport-389","Check your schedule and come to see your favourite artists perform live on the Palazzo dello Sport stage. Secure your tickets now."
"Giselle","25 Nov 2025","21:40","0 €","Palais Garnier","https://www.europaticket.com/en/event/giselle-9530-578","Buy official tickets for Giselle - Paris National Opera 2025/2026 at Palais Garnier, Paris, France. More info about performers, programme, and prices online and by phone."
"GRAND Vienna","","","0 €","","https://www.europaticket.com/en/events/classical-concerts-3/grand-vienna-508","Official Tickets For GRAND Vienna"
"Church of Saint Sulpice Paris Concerts","11 Oct 2025","20:45","0 €","","https://www.europaticket.com/en/events/classical-concerts-3/church-of-saint-sulpice-paris-concerts-498","Check your schedule and book your tickets for the Church of Saint Sulpice, Paris."
"Classic Concerts in Semperoper Dresden","","","0 €","Semperoper Dresden","https://www.europaticket.com/en/events/classical-concerts-3/classic-concerts-in-semperoper-dresden-457","or contact us by phone for more information about performers, program details, and ticket prices."
"Classic Concerts in Europe","21 Nov 2025","20:30","0 €","","https://www.europaticket.com/en/events/classical-concerts-3/classic-concerts-in-europe-218","Check your schedule and book your tickets for an incredible Classic Concert in Europe. Secure your seats now."
"Tablao El Arenal","25 Nov 2025","21:30","0 €","Tablao Flamenco El Arenal","https://www.europaticket.com/en/event/tablao-el-arenal-25143","or contact us by phone."
"Swan Lake","25 Nov 2025","20:00","0 €","La Seine Musicale","https://www.europaticket.com/en/event/swan-lake-9648-27281","or contact us by phone."
"Palau Dalmases Show","25 Nov 2025","18:45","0 €","Venue","https://www.europaticket.com/en/event/palau-dalmases-show-24707","or contact us by phone."
"La Monnaie Concert Tickets","","","0 €","La Monnaie","https://www.europaticket.com/en/events/classical-concerts-3/la-monnaie-concert-tickets-145","Check your schedule and book your tickets for an incredible concert at La Monnaie. Secure your seats now."
"The Musical Gardens Show","25 Nov 2025","5:30","0 €","Venue","https://www.europaticket.com/en/event/the-musical-gardens-show-21902","Buy Official Tickets for The Musical Gardens Show at the Palace of Versailles, France. More info about performers, programme, and prices online and by phone."
"Olympiastadion Berlin","30 May 2026","","0 €","","https://www.europaticket.com/en/events/pop-rock-concerts-10/olympiastadion-berlin-407","Check your schedule and come to see your favourite artists perform live on the Olympiastadion stage in Berlin. Secure your tickets now."
"Olympiastadion Munich","","","0 €","","https://www.europaticket.com/en/events/pop-rock-concerts-10/olympiastadion-munich-408","Check your schedule and come to see your favourite artists perform live on the Olympiastadion stage in Munich. Secure your tickets now."
"Reggio Emilia, RCF Arena","","","0 €","","https://www.europaticket.com/en/events/pop-rock-concerts-10/reggio-emilia-rcf-arena-443","Buy Official Tickets for RCF Arena, Reggio Emilia, Italy. Buy online or by phone."
"National Theatre Munich","","","0 €","National Theatre Munich","https://www.europaticket.com/en/events/classical-concerts-3/national-theatre-munich-398","Buy Tickets for events at National Theatre Munich."
"Party Cruises","25 Nov 2025","20:00","0 €","Venue","https://www.europaticket.com/en/event/party-cruises-3749-6325","or contact us by phone."
"SÃ£o Carlos National Theater Opera Tickets","","","0 €","","https://www.europaticket.com/en/events/opera-and-ballet-1/sÃ£o-carlos-national-theater-opera-tickets-114","Check your schedule and book your tickets for opera performances at the SÃ£o Carlos National Theater."
"Vatican Museums and Sistine Chapel","25 Nov 2025","15:00","0 €","Venue","https://www.europaticket.com/en/event/vatican-museums-and-sistine-chapel-4070","or contact us by phone."
"St Peter Church Peterskirche Concerts Vienna","10 Oct 2025","20:30","0 €","","https://www.europaticket.com/en/events/classical-concerts-3/st-peter-church-peterskirche-concerts-vienna-486","or contact us by phone."
"Barclays Arena","","","0 €","","https://www.europaticket.com/en/events/pop-rock-concerts-10/barclays-arena-402","Check your schedule and come to see your favourite artists perform live on the Barclays Arena stage in Hamburg. Secure your tickets now."
"Avicii Arena","","","0 €","","https://www.europaticket.com/en/events/pop-rock-concerts-10/avicii-arena-391","Check your schedule and come to see your favourite artists perform live on the Avicii Arena stage. Secure your tickets now."
"Tristan and Isolde","25 Dec 2025","","0 €","Deutsche Oper Berlin","https://www.europaticket.com/en/event/tristan-and-isolde-1320-13189","or contact us by phone for more information about performers, program details, and ticket prices."
"Mozart Dinner Concerts in Prague","25 Nov 2025","19:00","0 €","Venue","https://www.europaticket.com/en/event/mozart-dinner-concerts-in-prague-4888","Enjoy the most famous arias and duets from MozartÂ´s operas âThe Magic Fluteâ, âThe Marriage of Figaroâ and âDon Giovanniâ. Historically Protected Hall in the Center of Prague. Exceptional Cuisine - Boccaccio Hall, Todays Hotel Bohemia - Prague."
"La Nouvelle Eve Paris","09 Oct 2025","20:15","0 €","","https://www.europaticket.com/en/events/cabaret-tickets-5/la-nouvelle-eve-paris-507","Check your schedule and book your tickets for the La Nouvelle Eve Paris Cabaret, France."
"The Most Beautiful Opera Arias Concert","25 Nov 2025","","0 €","Waldesian Church","https://www.europaticket.com/en/event/the-most-beautiful-opera-arias-concert-6265-4020","or contact us by phone."
"Johann Strauss Museum, Dinner and Concert","","","0 €","","https://www.europaticket.com/en/event/johann-strauss-museum-dinner-and-concert-3046-25564","or contact us by phone for more information about performers, program details, and ticket prices."
"Royal Albert Hall","","","0 €","Royal Albert Hall","https://www.europaticket.com/en/events/pop-rock-concerts-10/royal-albert-hall-258","Buy Tickets for concerts at Royal Albert Hall. Find details about prices."
"Concerts in Verona","20 Apr 2026","19:30","0 €","","https://www.europaticket.com/en/events/pop-rock-concerts-10/concerts-in-verona-174","Check your schedule and come to see your favourite artists perform live in Verona. Secure your tickets now."
"San Siro","17 Jun 2026","19:20","0 €","","https://www.europaticket.com/en/events/pop-rock-concerts-10/san-siro-411","Check your schedule and come to see your favourite artists perform live on the San Siro stage in Milano. Secure your tickets now."
"Sport","","","0 €","","https://www.europaticket.com/en/events/sport-4","Sport Tickets"
"Budapest Lukacs Thermal Bath Full Day Admission","25 Nov 2025","","0 €","Venue","https://www.europaticket.com/en/event/budapest-lukacs-thermal-bath-full-day-admission-1702-5917","or contact us by phone."
"Farnace","25 Nov 2025","22:00","0 €","ThÃ©Ã¢tre des Champs-ElysÃ©es","https://www.europaticket.com/en/event/farnace-97-26006","or contact us by phone."
"Opera a Palazzo","25 Oct 2025","20:30","0 €","","https://www.europaticket.com/en/events/opera-and-ballet-1/opera-a-palazzo-208","Buy Tickets for Opera a Palazzo in Paris. Find details about performers, programme, and prices."
"Paradis Latin Cabaret","25 Nov 2025","9:30","0 €","Venue","https://www.europaticket.com/en/event/paradis-latin-cabaret-4823-16060","or contact us by phone."
"Classic Concerts in Naples","08 Oct 2025","20:00","0 €","","https://www.europaticket.com/en/events/classical-concerts-3/classic-concerts-in-naples-224","Check your schedule and book your tickets for an incredible Classic Concert in Naples. Secure your seats now."
"The Erlkings","25 Nov 2025","","0 €","Porgy & Bess - Jazz & Music Club Vienna","https://www.europaticket.com/en/event/the-erlkings-26873","or contact us by phone for more information about performers, program details, and ticket prices."
"A Little Night Music Concerts at Capuchin Church","25 Nov 2025","","0 €","Capuchin Church","https://www.europaticket.com/en/event/a-little-night-music-concerts-at-capuchin-church-18909","Buy Official Tickets for A Little Night Music Concerts at Capuchin Church, Vienna. Find details about performers, programme, and prices."
"Slovak National Theatre SND","14 April 2007","18:00","0 €","Slovak National Theatre - SND","https://www.europaticket.com/en/events/opera-and-ballet-1/slovak-national-theatre-snd-240","Purchase tickets for representations held at Slovak National Theatre - SND. Get your tickets fast for the best available seats and price."
"Budapest Dinner Cruise With Piano Battle Show","25 Nov 2025","","0 €","Venue","https://www.europaticket.com/en/event/budapest-dinner-cruise-with-piano-battle-show-19298","Buy Tickets for Budapest Dinner Cruise With Piano Battle Show. Find details about performers, programme, and prices."
"Don Carlo","26 Jul 2026","22:30","€7","Staatsoper Unter den Linden","https://www.europaticket.com/en/event/don-carlo-8363-26682","or contact us by phone for more information on prices, program, and cast."
"SzÃ©chenyi Spa Full-Day Admission","25 Nov 2025","14:00","0 €","Venue","https://www.europaticket.com/en/event/szechenyi-spa-full-day-admission-5542-5906","or contact us by phone."
"Bel Canto Opera with Dinner in Paris","25 Nov 2025","20:00","0 €","Venue","https://www.europaticket.com/en/event/bel-canto-opera-with-dinner-in-paris-16569","Buy Official Tickets for Bel Canto Opera with Dinner in Paris at the Bel Canto Restaurant. Find details about performers, programme, and prices."
"Andrej Hermlin and his Swing Dance Orchestra","26 Feb 2026","","0 €","Berliner Philharmonie","https://www.europaticket.com/en/event/andrej-hermlin-and-his-swing-dance-orchestra-27222","or contact us by phone for more information on pricing, program, and performers."
"Rome Wine Tasting and Opera","25 Nov 2025","19:30","0 €","Palazzo Taverna","https://www.europaticket.com/en/event/rome-wine-tasting-and-opera-1106-22374",", where you can find more information about performers, program, and ticket prices."
"Vienna State Opera","08 Oct 2025","19:00","0 €","one of the most important opera houses in the world","https://www.europaticket.com/en/events/opera-and-ballet-1/vienna-state-opera-77-78","Book official tickets for a fabulous performance at one of the most important opera houses in the world, the Vienna State Opera accompanied by the Vienna Philharmonic Orchestra.."
"Mirage Vienna","08 Oct 2025","19:15","0 €","","https://www.europaticket.com/en/events/classical-concerts-3/mirage-vie-493","Check your schedule and book your tickets for the Mirage."
"Palace of Arts MÃ¼pa","08 Oct 2025","19:30","0 €","MÃ¼pa in Budapest","https://www.europaticket.com/en/events/classical-concerts-3/palace-of-arts-mÃ¼pa-221","Check your schedule and book your tickets for representations held at MÃ¼pa in Budapest. Buy tickets online."
"Musical","08 Oct 2025","19:00","0 €","","https://www.europaticket.com/en/events/musical-tickets-11","Check the schedule, select the date and book tickets for musicals. Tickets in advance. Details, programme and photos."
"St Stephens Cathedral Concerts Vienna","10 Oct 2025","20:30","0 €","","https://www.europaticket.com/en/events/classical-concerts-3/st-stephens-cathedral-concerts-vienna-490","Check your schedule and book your tickets for the St Stephens Cathedral Vienna."
"Concerts in Stockholm","","","0 €","","https://www.europaticket.com/en/events/pop-rock-concerts-10/concerts-in-stockholm-365","Buy tickets in Concert in Stockholm."
"Teatro La Fenice","09 Oct 2025","20:00","0 €","","https://www.europaticket.com/en/events/opera-and-ballet-1/teatro-la-fenice-163","Check your schedule and book your tickets for the Teatro La Fenice Opera."
"Royal Danish Playhouse","","","0 €","Royal Danish Playhouse","https://www.europaticket.com/en/events/opera-and-ballet-1/royal-danish-playhouse-268","Buy Tickets for events at Royal Danish Playhouse."
"La BohÃ¨me","25 Jan 2026","20:25","€7","Staatsoper Unter den Linden","https://www.europaticket.com/en/event/la-bohÃ¨me-9202-26688","or contact us by phone for more information on prices, program, and cast."
"Classic Concerts in Rome","08 Oct 2025","19:30","0 €","","https://www.europaticket.com/en/events/classical-concerts-3/classic-concerts-in-rome-104","Check your schedule and book your tickets for an incredible Classic Concert in Rome. Secure your seats now."
"Lutheran Church of Trieste","","","0 €","Evangelical Lutheran Church","https://www.europaticket.com/en/events/classical-concerts-3/lutheran-church-of-trieste-338","Buy Tickets for concerts at Evangelical Lutheran Church. Find details about performers, programme, and prices."
"Prinzregententheater","11 Oct 2025","20:00","0 €","","https://www.europaticket.com/en/events/classical-concerts-3/prinzregententheater-455","Check your schedule and book your tickets for the Prinzregententheater."
"Berlin Residence Concerts","","","0 €","Charlottenburg Palace","https://www.europaticket.com/en/events/classical-concerts-3/berlin-residence-concerts-142","Check your schedule and book your Berlin Residence Concerts tickets for at the Charlottenburg Palace in Berlin. Secure your seats now."
"Football","","","0 €","","https://www.europaticket.com/en/events/sport-4/football-214","Buy football tickets for your favorite team's matches. Find details about teams, locations, and prices."
"Baroque Opera House","","","0 €","","https://www.europaticket.com/en/events/opera-and-ballet-1/baroque-opera-house-213","Check your schedule and book your tickets for the Baroque Opera House."
"Vienna Symphony Orchestra Konzerthaus","25 Nov 2025","7:30","0 €","Venue","https://www.europaticket.com/en/event/vienna-symphony-orchestra-konzerthaus-2843-11270","Official ticket for the Vienna Symphony Orchestra at the Vienna Konzerthaus. Enjoy the season and also the unique traditional New YearÂ´s (Eve) Concert in Vienna Konzerthaus with the Vienna Symphony (Wiener Symphoniker)."
"Chamber Opera Vienna","10 Oct 2025","19:00","0 €","","https://www.europaticket.com/en/events/opera-and-ballet-1/chamber-opera-vienna-170","Check the schedule, select the date and book tickets for Chamber Opera. Tickets in advance. Details, programme and photos."
"Carmen Volksoper Vienna","25 Nov 2025","","0 €","Venue","https://www.europaticket.com/en/event/carmen-volksoper-vienna-1534-11275","Official tickets for Carmen Opera Show at the Volksoper Vienna, Austria. According to the beautiful and tempestuous Carmen, love is a rebellious bird, here today and gone tomorrow. Don JosÃ©, loved by the peasant girl MicaÃ«la, is bewitched by Carmen and although she temporarily encourages his advances, she soon becomes bored by him."
"Teatro Malibran","8 April 1835","19:00","0 €","","https://www.europaticket.com/en/events/opera-and-ballet-1/teatro-malibran-237","Buy Tickets for event at the Teatro Malibran. Find details about performances, artists, prices. Buy your ticket now."
"La Nouvelle Eve Cabaret Show","25 Nov 2025","22:30","0 €","Venue","https://www.europaticket.com/en/event/la-nouvelle-eve-cabaret-show-27056","or contact us by phone for more information about performers, program details, and ticket prices."
"Hungarian State Opera","","","0 €","","https://www.europaticket.com/en/events/classical-concerts-3/hungarian-state-opera-217","Check your schedule and book official tickets for representations held at the Hungarian State Opera in Budapest. Buy tickets online."
"Palais Auersperg","25 Nov 2025","17:45","0 €","","https://www.europaticket.com/en/events/classical-concerts-3/palais-auersperg-514","Check your schedule and book your tickets for the Palais Auersperg in Vienna."
"Amphibious City Splash Tour, Dinner and Best of Mozart Concert","25 Nov 2025","1:15","0 €","Venue","https://www.europaticket.com/en/event/amphibious-city-splash-tour-dinner-and-best-of-mozart-concert-6292-26209","or contact us by phone."
"The Three Tenors, Baroque and Opera in Venice","25 Nov 2025","","0 €","Venue","https://www.europaticket.com/en/event/the-three-tenors-baroque-and-opera-in-venice-2390-8088","The Three Tenors - Baroque and Opera at the Scuola Grande di San Teodoro, Venice, Italy."
"Liszt Ferenc Academy of Music","15 Oct 2025","19:30","0 €","","https://www.europaticket.com/en/events/classical-concerts-3/liszt-ferenc-academy-of-music-255","Buy tickets for representations held at the Liszt Ferenc Academy of Music and enjoy your visit in Budapest even more. Secure your tickets now."
"Bellini And Vivaldi’s Four Season","25 Nov 2025","","0 €","Venue","https://www.europaticket.com/en/event/bellini-and-vivaldi-s-four-season-25690","Buy Tickets for Bellini And Vivaldi’s Four Season at the Badia di SantÂ´Agata in Catania. Find details about performers, programme, and prices."
"Vienna Baroque Orchestra","25 Nov 2025","20:20","0 €","Palais SchÃ¶nborn-BatthyÃ¡ny","https://www.europaticket.com/en/event/vienna-baroque-orchestra-10383","Buy Official Tickets for Vienna Baroque Orchestra at Palais SchÃ¶nborn-BatthyÃ¡ny, Vienna, Austria. More info about schedule, programme, and prices online and by phone."
"Turbina Cultural Center","","","0 €","Turbina Cultural Center in Budapest","https://www.europaticket.com/en/events/pop-rock-concerts-10/turbina-cultural-center-466","or contact us by phone for more information."
"Mozart Dinner and Concerts","08 Oct 2025","20:00","0 €","","https://www.europaticket.com/en/events/classical-concerts-3/mozart-dinner-and-concerts-361","Buy Tickets for Mozart Dinner and Concerts."
"El Palacio Andaluz Flamenco show","25 Nov 2025","21:30","0 €","Venue","https://www.europaticket.com/en/event/el-palacio-andaluz-flamenco-show-7907-18985","Buy Tickets for El Palacio Andaluz Flamenco show. Find details about performers, programme, and prices."
"Roma Opera Omnia","08 Oct 2025","16:30","0 €","","https://www.europaticket.com/en/events/opera-and-ballet-1/roma-opera-omnia-3627-231","Book your tickets for an incredible performance at Rome Opera Omnia"
"Classic Concerts in Florence","09 Oct 2025","20:30","0 €","","https://www.europaticket.com/en/events/classical-concerts-3/classic-concerts-in-florence-128","Check your schedule and book your tickets for Classic Concerts in Florence. Secure your seats now."
"Freddie Mercury Opera Show","25 Nov 2025","","0 €","Venue","https://www.europaticket.com/en/event/freddie-mercury-opera-show-2011-26704","or contact us by phone for more information on prices, program, and cast."
"Komische Oper Berlin","","","0 €","Komische Oper Berlin","https://www.europaticket.com/en/events/opera-and-ballet-1/komische-oper-berlin-288","Buy tickets for representations held at the Komische Oper Berlin and enjoy your visit in Berlin even more. Secure your tickets now."
"Drink and Folklore Show","25 Nov 2025","","0 €","Venue","https://www.europaticket.com/en/event/drink-and-folklore-show-26990","or contact us by phone for more information about performers, program details, and ticket prices."
"Munich Philharmonic","25 Nov 2025","","0 €","Venue","https://www.europaticket.com/en/event/munich-philharmonic-8516-23689","or contact us by phone for more information about performers, program details, and ticket prices."
"Konzerthaus Vienna","08 Oct 2025","12:30","0 €","","https://www.europaticket.com/en/events/classical-concerts-3/konzerthaus-vienna-108","Check your schedule and book your tickets for an incredible concert at the Konzerthaus in Vienna. Secure your seats now."
"Barcelona Jazz Festival","10 Oct 2025","21:00","0 €","","https://www.europaticket.com/en/events/jazz-6957-12/barcelona-jazz-festival-454","or contact us by phone."
"The Last Days of Mankind","25 Nov 2025","22:15","0 €","Venue","https://www.europaticket.com/en/event/the-last-days-of-mankind-2193-10301","or contact us by phone for more information on prices, program, and cast."
"Ducal Venice Tour","25 Nov 2025","11:30","0 €","Venue","https://www.europaticket.com/en/event/ducal-venice-tour-5191-7704","or contact us by phone."
"Dadi Freyr, The Sensual Seductive And Sexy Tour","25 Nov 2025","","0 €","SIMM City Zentrum Simmering","https://www.europaticket.com/en/event/dadi-freyr-the-sensual-seductive-and-sexy-tour--27633","or contact us by phone."
"Ernst Happel Stadion","09 Jun 2026","18:00","0 €","","https://www.europaticket.com/en/events/pop-rock-concerts-10/ernst-happel-stadion-406","Check your schedule and come to see your favourite artists perform live on the Ernst Happel Stadion stage in Vienna. Secure your tickets now."
"Classical Concerts in Venice","08 Oct 2025","21:00","0 €","","https://www.europaticket.com/en/events/classical-concerts-3/classical-concerts-in-venice-172","Check your schedule and book your tickets for an incredible Classic Concert in Venice. Secure your seats now."
"Suor Angelica, Gianni Schicchi","26 May 2026","","0 €","Deutsche Oper Berlin","https://www.europaticket.com/en/event/suor-angelica-gianni-schicchi-26819","or contact us by phone for more information about performers, program details, and ticket prices."
"SÃ£o Carlos National Theater Concerts","","","0 €","","https://www.europaticket.com/en/events/classical-concerts-3/sÃ£o-carlos-national-theater-concerts-123","Check your schedule and book your tickets for SÃ£o Carlos National Theater Concerts. Secure your seats now."
"Opera de Monte-Carlo","01 Dec 2025","20:00","0 €","","https://www.europaticket.com/en/events/opera-and-ballet-1/opera-de-monte-carlo-367","Buy Tickets for Opera de Monte-Carlo"
"Cabaret","08 Oct 2025","20:00","0 €","","https://www.europaticket.com/en/events/cabaret-tickets-5","Cabaret Tickets"
"Votivkirche Concerts Vienna","06 Dec 2025","20:00","0 €","Votivkirche in Vienna","https://www.europaticket.com/en/events/classical-concerts-3/votivkirche-concerts-vienna-519","or contact us by phone."
"Jazz","08 Oct 2025","20:30","0 €","","https://www.europaticket.com/en/events/jazz-6957-12","Jazz concerts in Vienna, Milan, Paris, etc.Check the schedule, select the date and book tickets for Jazz concerts. Tickets in advance. Details, programme and photos."
"Royal Opera House","","","0 €","","https://www.europaticket.com/en/events/opera-and-ballet-1/royal-opera-house-227","Buy tickets for representations held at the Royal Opera House and enjoy your visit in London even more. Secure your tickets now."
"Mariinsky Classic Concerts Tickets","","","0 €","Mariinsky","https://www.europaticket.com/en/events/classical-concerts-3/mariinsky-classic-concerts-tickets-139","Check your schedule and book your tickets for Classic Concerts at Mariinsky."
"Vienna Supreme Orchestra at Eschenbach Palace","25 Nov 2025","21:40","0 €","Palais Eschenbach","https://www.europaticket.com/en/event/vienna-supreme-orchestra-at-eschenbach-palace-3792-13639","Buy Official Tickets for Vienna Supreme Concerts at Palais Eschenbach. Find details about performers, programme, and prices."
"Teatro della Pergola","","","0 €","Teatro della Pergola","https://www.europaticket.com/en/events/opera-and-ballet-1/teatro-della-pergola-369","Buy Tickets for events at Teatro della Pergola."
"Budapest Palatinus Bath","25 Nov 2025","19:00","0 €","Venue","https://www.europaticket.com/en/event/budapest-palatinus-bath-16361","or contact us by phone."
"Moulin Rouge Show Tickets","25 Nov 2025","23:00","0 €","Venue","https://www.europaticket.com/en/event/moulin-rouge-show-tickets-761","Tickets for Moulin Rouge Paris, online reservation for Feerie cabaret show at the Moulin Rouge in Paris."
"Budapest Operetta Theater","10 Oct 2025","19:00","0 €","","https://www.europaticket.com/en/events/opera-and-ballet-1/budapest-operetta-theater-241","Budapest Operetta Theater Programme and Tickets."
"Nymphenburg Classic Ã la Mozart","25 Nov 2025","17:30","0 €","Nymphenburg Palace in Munich","https://www.europaticket.com/en/event/nymphenburg-classic-Ã -la-mozart-25818","or contact us by phone for more information about performers, program details, and ticket prices."
"FIA Formula E","","","0 €","","https://www.europaticket.com/en/events/sport-4/fia-formula-e-306","Buy Tickets for 2022 Rome E-Prix."
